-0.037136,0.41055
1.9991,1.8458
-1.5757,-1.4298
-0.11366,-0.060942
1.9876,1.996
-1.9523,-1.9828
-1.7599,-1.9265
-0.87997,-1.6858
1.412,-0.73439
0.33708,1.5794
1.9051,-0.34001
-1.6279,1.9374
-0.61958,-1.2212
1.664,0.56675
-0.79695,1.6271
1.3177,-0.34136
0.43641,1.9244
1.7575,-1.4777
-0.69437,0.18215
1.6051,1.9784
-0.52931,-1.8551
1.762,-1.2474
-1.0979,0.7299
0.82004,1.5686
1.2833,-0.36755
0.48803,1.9091
1.6991,-1.4308
-0.46613,0.29538
1.799,1.9298
-1.2653,-1.704
0.33856,-0.84418
1.9198,1.365
-1.5576,0.075713
-0.13543,1.9999
1.9937,-1.6652
-1.7262,-0.30698
-0.5107,1.8677
1.7102,-1.142
-0.79164,0.94349
1.5053,1.236
-0.11735,0.44563
1.9987,1.821
-1.4542,-1.3419
0.058351,0.18722
1.9816,1.9669
-1.3289,-1.8708
0.19653,-1.4193
1.9724,0.16476
-1.861,1.9438
-1.2994,-1.2099
0.59018,0.52758
1.6927,1.719
-0.88919,-0.95139
1.1947,1.0996
0.59049,0.78252
1.6292,1.3996
-0.54949,0.015273
1.7809,1.9999
-0.92421,-1.9648
1.3479,-1.6987
0.47183,-0.48631
1.7922,1.7993
-1.2384,-1.2365
0.45771,0.47094
1.7975,1.7787
-1.2476,-1.1665
0.41416,0.63171
1.8453,1.6119
-1.4278,-0.6283
-0.060251,1.564
1.9958,-0.24717
-1.9762,1.9752
-1.8535,-1.302
-1.2141,0.24676
0.81303,1.9645
1.4882,-1.6805
0.033519,-0.41428
1.9909,1.8429
-1.5756,-1.4181
-0.085436,-0.028942
1.9874,1.999
-1.8836,-1.9942
-1.2885,-1.9594
0.66067,-1.7347
1.6873,-0.68585
-0.46524,1.6508
1.8269,-0.45288
-1.3005,1.8692
0.43601,-1.0359
1.7519,1.0454
-0.60392,0.84732
1.6435,1.3771
-0.71933,0.07426
1.4664,1.9982
-0.12106,-1.9082
1.9924,-1.3736
-1.8818,0.46499
-1.2592,1.8623
0.72491,-1.0186
1.5953,1.0996
-0.35362,0.74682
1.9325,1.5061
-1.1679,-0.31991
0.62347,1.8748
1.6112,-1.3297
-0.60785,0.53089
1.6251,1.7644
-0.64084,-1.0936
1.6092,0.84325
-0.63315,1.2363
1.5382,0.65082
-0.041234,1.529
1.9998,-0.14964
-1.9217,1.9959
-1.4002,-1.3828
0.40145,0.085922
1.9036,1.9903
-1.17,-1.9475
0.81736,-1.6724
1.2954,-0.47378
0.42231,1.8376
1.7698,-1.1718
-0.75607,0.8887
1.5353,1.3228
-0.25703,0.22759
1.9668,1.9567
-1.5099,-1.8301
0.11626,-1.3025
1.9961,0.44816
-1.7752,1.7398
-0.70448,-0.5575
1.5452,1.6826
-0.44298,-0.81268
1.7569,1.3634
-0.7903,0.09806
1.5285,1.9961
-0.034877,-1.9101
1.9998,-1.3674
-1.814,0.48039
-0.84697,1.849
1.3457,-1.0316
0.11806,1.123
1.998,0.8275
-1.6143,1.2356
-0.18702,0.74208
1.9553,1.5031
-1.7535,-0.31402
-0.8414,1.8619
1.4704,-1.0758
0.17032,1.0515
1.9727,0.96725
-1.8939,0.985
-1.5117,1.2434
-0.089674,0.71594
1.9999,1.5325
-1.4719,-0.4063
0.036009,1.7985
1.9877,-0.98589
-1.3959,1.2484
0.14441,0.69439
1.956,1.5479
-1.3965,-0.44676
0.35213,1.765
1.8778,-0.91899
-1.5329,1.3486
-0.37085,0.47897
1.8477,1.802
-1.3395,-1.2538
0.36055,0.4194
1.8185,1.8261
-0.8471,-1.3334
1.3415,0.27343
0.13059,1.9
1.9953,-1.3462
-1.6963,0.5297
-0.40553,1.8058
1.8091,-0.94935
-1.0974,1.2961
1.025,0.55922
1.0865,1.6661
0.78012,-0.69913
1.4638,1.5905
-0.17916,-0.51345
1.96,1.7499
-1.7775,-1.0917
-0.97441,0.74757
1.2507,1.5394
0.63215,-0.33429
1.5527,1.9126
-0.21264,-1.6032
1.9846,-0.39496
-1.3485,1.9101
0.20007,-1.1676
1.9484,0.76138
-1.7025,1.3457
-0.6489,0.50227
1.7042,1.7919
-0.43317,-1.1982
1.7696,0.63672
-0.82183,1.5348
1.4883,-0.075219
0.088863,1.9998
1.985,-1.6995
-1.8363,-0.40898
-1.0376,1.7828
1.1421,-0.78876
0.88747,1.4937
1.2085,-0.15937
0.55321,1.989
1.6743,-1.7311
-0.70824,-0.54375
1.601,1.6971
-0.42497,-0.86724
1.8864,1.2783
-1.1124,0.30327
0.90924,1.9392
1.1148,-1.6023
0.9313,-0.23087
1.1171,1.966
0.78367,-1.7328
1.3494,-0.66389
0.27864,1.6597
1.8844,-0.57424
-1.0991,1.7735
0.94427,-0.751
1.0685,1.5333
0.94239,-0.29421
1.0319,1.9401
1.128,-1.6243
0.80947,-0.29294
1.2702,1.9381
0.63718,-1.6533
1.5979,-0.43884
-0.56483,1.8723
1.6676,-1.1499
-0.72527,0.92419
1.5419,1.2635
-0.40079,0.37538
1.826,1.8814
-1.2874,-1.5314
0.47514,-0.31553
1.7128,1.9194
-0.47692,-1.6524
1.7657,-0.57736
-1.0949,1.7661
0.84199,-0.72795
1.2433,1.5576
0.57178,-0.38702
1.6045,1.8784
-0.16407,-1.4874
1.9684,-0.057822
-1.8316,1.9995
-1.1811,-1.4085
0.86582,0.041604
1.3411,1.9944
0.16112,-1.8742
1.9832,-1.2142
-1.8907,0.82001
-1.3884,1.4937
0.40037,0.10009
1.8687,1.9874
-1.4778,-1.931
-0.12603,-1.6592
1.9948,-0.5532
-1.7731,1.7963
-0.69743,-0.7343
1.5466,1.463
-0.44836,-0.15008
1.7596,1.9738
-0.85641,-1.862
1.4488,-1.3187
0.24168,0.54071
1.9495,1.7204
-1.8001,-0.99146
-1.2033,0.95182
0.66811,1.2507
1.4796,0.49346
0.18398,1.716
1.9799,-0.73814
-1.8164,1.6038
-1.0144,-0.15215
1.1998,1.9652
0.8288,-1.7425
1.405,-0.68841
-0.0030272,1.6344
1.9988,-0.46137
-1.8808,1.8683
-1.1718,-0.95254
0.87595,1.0759
1.3346,0.85962
0.18981,1.228
1.9749,0.59221
-1.8481,1.5807
-1.2475,-0.083887
0.7074,1.983
1.5552,-1.7325
-0.46261,-0.56314
1.7401,1.6874
-0.70176,-0.8544
1.6286,1.2804
-0.36768,0.32473
1.9159,1.9118
-1.3404,-1.6555
0.53997,-0.69909
1.7812,1.5781
-0.9786,-0.51612
1.2498,1.7142
0.68648,-0.87508
1.551,1.3397
-0.44733,0.1826
1.7743,1.9752
-1.025,-1.8698
1.1248,-1.371
0.79174,0.38408
1.3071,1.8397
0.5481,-1.3065
1.7005,0.48132
-0.88686,1.719
1.2498,-0.60748
0.37522,1.7157
1.9103,-0.76254
